Gloss,Class (Bowern 2007),Portuguese,Spanish,French,Korlai,Source Korlai,Daman,Source Daman,Diu,Source Diu,Sri Lanka PT,Source Sri Lanka PT,Kannur,Source Kannur,Malacca,Source Malacca,Macao,Source Macau,Tugu/Batavia,Source Tugu/Batavia,Santiago CV,Source Santiago CV,Santo Antão CV,Source Santo Antão CV,São Vicente CV,Source São Vicente CV,Fogo CV,Source Fogo CV,Brava CV,Source Brava CV,Santome,Source Santome CV,Fá d'Ambô,Source Fá d'Ambô,Principense,Source Principense,Angolar,Source Angolar,Guinea Bissau,Source Guinea Bissau,Casamancese,Source Casamancese,Papiamento,Source Papiamento,Palenquero,Source Palenquero,Cavite Chabacano,Source Cavite Chabacano,Ternate Chabacano,Source Ternate Chabacano,Zamboanga Chabacano,Source Zamboanga Chabacano,Karipuna,Source Karipuna,Guianese,Source Guianese,Louisiana,Source Louisiana,Haitian,Source Haitian,Guadeloupean,Source Guadeloupean,Martinican,Source Martinican,Saint Lucian,Source Saint Lucian,Mauritian,Source Mauritian,Réunionese,Source Réunionese,Seychellois,Source Seychellois
round,adjective,ʀɨdõdu,redondo,ʁɔ̃,gol,Clements2011,ɾɛdɔn,Clements2011,ɾɛdɔnd,Clements2012,ɾɔnt,Clements2012,ɾɛdondə,Clements2012,rədonu,BaxterSilva2004,,,bulat,Maurer2011,ɾodõdu,Quint1998,,,,,ɾudɔndu,Tavares2020,,,lɛ̃dɔ̃dɔ,AraujoHagemeijer2013,lɔdɔ̃da,Cosme2014,rɔdɔ̃dɔ,Araujo2012,kɔ̃dɔgaɾu,Cosme2014,rɨdõdu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,rodondu,Biagui2012,ɾondo,Quint2000,,,redondu,Diccionario2008,redondu,Ocampo1947,ridondu,Camins1999,hõ,Tobler 1983,ʁõdi,Barthèlemi 2007,ɾõ,Valdman et al. 1999,,,wɔ̃,Barbotin & Tourenux 2000,wɔ̃,Confiant 2007,wɔ̃,Frank 2001,ɣõ,Wittmann 1973,ʀɔ̃,Baker 1982,ɣɔ̃,Baker 1982
rub,transfer,ɨʃfɾɨgaɾ,frotar,fʁɔte,masa,Clements2011,iʃpɾega,Clements2011,,,ɾusaː,Clements2012,ɾub,Clements2012,rusa,BaxterSilva2004,rusa̹,FernandesBaxter2001,ɾusa,Maurer2011,fɛɾgɐ,Quint1998,ʃfɾega,Baptista2014,ʃfɾega,Baptista2019,fɾega,Baptista2019,fɾega,Baptista2019,flɛga,Bandeira2017,fɛːga,Bandeira2017,fɛga,Araujo2012,fɛga,Bandeira2017,reia,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ferga,Biagui2012,fɾega,JacobsHoyer2018,,,,,kuskus,Sippola2011,kusu,Camins1999,fote,Tobler 1987,fʁote,Barthèlemi 2007,fɾote,Valdman et al. 1999,fɣote,Wittmann 1973,fwote,Barbotin & Tourenux 2000,fwote,Confiant 2007,fote,Mondesir 1992,fɣote,Wittmann 1973,,,fɣote,"Michaelis, Rosalie & Muhme 2009"
salt,environment,saɫ,sal,sɛl,sal,Clements2011,sal,Clements2011,sal,Clements2012,saːl,Clements2012,sal,Clements2012,sal,BaxterSilva2004,,,sal,Maurer2011,sɐl,Quint1998,sal,Baptista2019,sal,Baptista2019,sal,Baptista2019,sal,Baptista2019,salu,Bandeira2017,salu,Bandeira2017,usalu,Araujo2012,θalu,Bandeira2017,saɫ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,sal,Biagui2012,salu,JacobsHoyer2018,sa,Estrada2005,sal,Diccionario2008,sal,Ocampo1947,sal,DeCastro2019,dʒisɛl,Tobler 1983,sɛl,Barthèlemi 2007,disɛl,Valdman et al. 1999,sɛl,Wittmann 1973,sɛl,Barbotin & Tourenux 2000,sɛl,Confiant 2007,sel,Mondesir 1992,disel,Wittmann 1973,sɛɛl,Staudacher-Valliamee 2001,ɟisel,"Michaelis, Rosalie & Muhme 2009"
sand,environment,ɐɾejɐ,arena,sabl,ɾeti,Clements2011,aɾe,Clements2011,aɾej,Clements2012,aɾiːja,Clements2012,baʀə,Clements2012,aria,BaxterSilva2004,,,aɾia,Maurer2011,ɾejɐ,Quint1998,eɾeɐ,Baptista2019,aɾeɐ,Baptista2019,aɾejɐ,Baptista2019,aɾejɐ,Baptista2019,alja,Bandeira2017,alɛa,Bandeira2017,arja,Araujo2012,θeke,Bandeira2017,rejɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ɾeɟa,Biagui2012,santu,Quint2000,,,aɾena,Diccionario2008,haɾena,Sippola2011,aɾena,DeCastro2019,bãsab,Carvalho et al. 2022,,,sab,Valdman et al. 1999,sab,Wittmann 1973,sab,Barbotin & Tourenux 2000,sab,Confiant 2007,sab,Frank 2001,disab,Wittmann 1973,sab,Baker 1982,ɟisab,Baker 1982
say,perception verb,dizeɾ,decir,diʁ,hala,Clements2012,fala,Clements2012,dize,Clements2012,falaː,SilvaTrigo2022,,,fala,BaxterSilva2004,fala̜,FernandesBaxter2001,fala,Maurer2011,flɐ,Quint1998,dze,Baptista2014,dze,Baptista2019,fɾɐ,Tavares2020,fɾɐ,Baptista2019,fla,AraujoHagemeijer2013,faː,Cosme2014,fa,Araujo2012,fa,Cosme2014,papja/fala,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,fala,Biagui2012,bisa,Quint2000,abla,Schwegler2000,abla,Diccionario2008,bisa,Sippola2011,abla,DeCastro2019,dʒi,Tobler 1983,di,Barthèlemi 2007,di,Valdman et al. 1999,di,Wittmann 1973,ɟi,Barbotin & Tourenux 2000,ɟi,Confiant 2007,di,Frank 2001,diɣ,Wittmann 1973,dii,Baker 1982,ɟii,Baker 1982
scratch,impact,kusaɾ,"arañar, rascar",ɡʁate,ɾʰãja,Clements2011,ʀaɲa,Clements2011,ɾaŋa,Clements2012,buɾaː,SilvaTrigo2022,ɾaɲæ,Clements2012,raɲa,BaxterSilva2004,kusa̜,FernandesBaxter2001,,,kosɐ,Quint1998,kosa,Baptista2019,kosa,Baptista2019,kosɐ,Baptista2019,kosa,Baptista2019,fɔnɔ,AraujoHagemeijer2013,kusa,Cosme2014,ɲanu,Araujo2012,kɔθa,Cosme2014,raɲɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,kosa,Biagui2012,huɲa,JacobsHoyer2018,,,raska,Diccionario2008,raska,Sippola2011,raska,Camins1999,ghate,Tobler 1987,gʁate,Barthèlemi 2007,gɾate,Valdman et al. 1999,gɣate,Wittmann 1973,gɣafijɛ̃,Barbotin & Tourenux 2000,gɣafijɛ̃,Confiant 2007,kud gwif,Mondesir 1992,gɣate,Wittmann 1973,ʀak,Staudacher-Valliamee 2001,gɣate,"Michaelis, Rosalie & Muhme 2009"
sea,environment,maɾ,mar,mɛʁ,maɾ,Clements2011,maɾ,Clements2011,maɾ,Clements2012,maːɾa,Clements2012,maɾə,Clements2012,mar,BaxterSilva2004,maɾ,FernandesBaxter2001,maɾ,Maurer2011,maɾ,Quint1998,maɾ,Baptista2019,maɾ,Baptista2019,maɾ,Baptista2019,maɾ,Baptista2019,ɔmali,Bandeira2017,ɔmɛ,Bandeira2017,omwe,Araujo2012,miõgɐ,Bandeira2017,maɾ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,maɾ,Biagui2012,laman,JacobsHoyer2018,,,plaja,Diccionario2008,lamaɾ,Sippola2011,aplaja,DeCastro2019,lasulamɛ,Carvalho et al. 2022,lãmɛ,Barthèlemi 2007,lamɛɾ,Valdman et al. 1999,lãmɛ,Wittmann 1973,lãmɛ,Barbotin & Tourenux 2000,lãmɛ,Confiant 2007,lãmɛ,Mondesir 1992,lameɣ,Wittmann 1973,lamɛʀ,Stein 1984,lãmɛɛ,"Michaelis, Rosalie & Muhme 2009"
see,perception verb,uʎaɾ,ver,vwaʁ,,,,,,,ojaː,SilvaTrigo2022,,,ola,BaxterSilva2004,ola̜,FernandesBaxter2001,ola,Maurer2011,ɔdʒɐ,Quint1998,oja,Baptista2019,ojɐ,Swolkien2015,odʒɐ,Tavares2020,odʒa,Baptista2019,be,Bandeira2017,be,Bandeira2017,ve,Araujo2012,be,Bandeira2017,ɔdʒa,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,woɟa,Biagui2012,miɾa,Quint2000,mina,Schwegler2000,miɾa,Diccionario2008,miɾa,Sippola2011,miɾa,DeCastro2019,wɛ,Tobler 1983,wɛ,Barthèlemi 2007,wa,Valdman et al. 1999,wɛ,Wittmann 1973,wɛ,Barbotin & Tourenux 2000,wɛ,Confiant 2007,wɛ,Frank 2001,tɣuve,Wittmann 1973,waa,Baker 1982,waa,Baker 1982
seed,environment,sɨmẽtɨ,semilla,ɡʁɛn,simɛt,Clements2011,siment,Clements2011,simẽt,Clements2012,,,fɾujtɛ,Clements2012,suminti,BaxterSilva2004,,,sumenti,Maurer2011,simẽti,Quint1998,smẽnt,Baptista2014,smẽt,Baptista2019,simẽti,Baptista2019,simẽti,Baptista2019,ʃimɛ̃tʃi,Bandeira2017,ʃimɛ̃tʃi,Bandeira2017,ʃimɛ̃tʃi,Araujo2012,ikwe,Bandeira2017,simenti,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,garã,Biagui2012,simia,Quint2000,simia,Mercado2026,pipita,Diccionario2008,pipita,Sippola2011,pipita,DeCastro2019,ghɛn,Tobler 1983,gʁɛn,Barthèlemi 2007,gɾẽn,Valdman et al. 1999,gɣẽn,Wittmann 1973,gɣɛ̃n,Barbotin & Tourenux 2000,gɣɛ̃n,Confiant 2007,gwɛ̃n,Frank 2001,lagɣen,Wittmann 1973,gʀɛ̃,Baker 1982,lagɣɛ̃,Baker 1982
sew,misc verb,kuzeɾ,coser,kudʁ,kudze,Clements2011,kuʃtɾa,Clements2012,,,kuza,Clements2012,kuze,Clements2012,kuze,BaxterSilva2004,kostuɾa̹,FernandesBaxter2001,kudʒi,Maurer2011,kosi,Quint1998,kzɛ,Baptista2019,kozɛ,Baptista2019,koze,Baptista2019,kozɛ,Baptista2019,kloze,AraujoHagemeijer2013,xoze,HagemeijerMaurer-CecchiniSegorbe2020,koze,Araujo2012,koðe,Cosme2014,kusi,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,kose,Biagui2012,kose,JacobsHoyer2018,,,kusi,Diccionario2008,kuse,Sippola2011,kuse,Camins1999,kud,Tobler 1983,kud,Barthèlemi 2007,koud,Valdman et al. 1999,kud,Wittmann 1973,kud,Barbotin & Tourenux 2000,kud,Confiant 2007,kud,Mondesir 1992,kud,Wittmann 1973,,,kud,"Michaelis, Rosalie & Muhme 2009"
sharp,adjective,ɐfjadu,"agudo, afilado",tʁɑ̃ʃɑ̃,agud,Clements2011,agud,Clements2011,,,aʋdu,Clements2012,agud,Clements2012,agudu,BaxterSilva2004,,,agudu,Maurer2011,moladu,Quint1998,molɔd,Baptista2019,molɔd,Baptista2019,fjadu,Baptista2019,fjadu,Baptista2019,mɔladu,AraujoHagemeijer2013,xɔtadu,SilveiraAgostinhoBandeiraFreitasAraújo2013,,,,,,,,,skɛɾpi,JacobsHoyer2018,,,agudu,Diccionario2008,agudu,Sippola2011,pinu,DeCastro2019,fite,Carvalho et al. 2022,,,kupã,Valdman et al. 1999,file,Wittmann 1973,file,Barbotin & Tourenux 2000,file,Confiant 2007,file,Mondesir 1992,fite,Wittmann 1973,,,fite,"Michaelis, Rosalie & Muhme 2009"
short,adjective,kuɾtu,corto,kuʁ,kuɾt,Clements2011,kuɾt,Clements2011,kuɾt,Clements2012,kuːɾtu,Clements2012,kuɾtə,Clements2012,kutru,BaxterSilva2004,bantu,FernandesBaxter2001,kuɾtu,Maurer2011,kuɾtu,Quint1998,kuɾt,Baptista2019,kuɾt,Baptista2019,kuɾtu,Baptista2019,kuɾtu,Baptista2019,kutu,Bandeira2017,kuːtu,Bandeira2017,kutu,Araujo2012,kutu,Bandeira2017,kuɾtu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,kuɾtu,Biagui2012,kɔɾtiku,JacobsHoyer2018,koto,BickertonEscalante1970,koɾtu,Diccionario2008,koɾtu,Sippola2011,koɻtu,DeCastro2019,kut,Tobler 1983,kuʁt,Barthèlemi 2007,kuɾt,Valdman et al. 1999,kut,Wittmann 1973,tupici,Barbotin & Tourenux 2000,kut,Confiant 2007,kut,Mondesir 1992,kuɣ,Wittmann 1973,,,kuut,"Michaelis, Rosalie & Muhme 2009"
sing,human verb,kɐ̃taɾ,cantar,ʃɑ̃te,kata,Clements2011,kanta,Clements2011,kanta,Clements2012,kantaː,Clements2012,kantɛ,Clements2012,kanta,BaxterSilva2004,,,kanta,Maurer2011,kantɐ,Quint1998,kɐ̃ntaɾ,Baptista2014,kãta,Baptista2019,kãtɐ,Baptista2019,kãtɐ,Baptista2019,kɐ̃ta,Bandeira2017,xɐ̃nta,Bandeira2017,kɐ̃ta,Araujo2012,kata,Bandeira2017,kãntɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,kanta,Biagui2012,kanta,JacobsHoyer2018,kanda,Schwegler2000,kanta,Diccionario2008,kanta,Sippola2011,kanta,DeCastro2019,ʃãte,Tobler 1983,ʃãte,Barthèlemi 2007,ʃãte,Valdman et al. 1999,ʃãte,Wittmann 1973,baj lavwa,Barbotin & Tourenux 2000,ʃãte,Confiant 2007,ʃãte,Mondesir 1992,sãte,Wittmann 1973,,,sãte,"Michaelis, Rosalie & Muhme 2009"
sit,motion,sẽtaɾ,"sentarse, estar sentado (state)",saswaʁ,sata,Clements2011,santa,Clements2011,sẽta,Clements2012,santaː,Clements2012,santɛ,Clements2012,santa,BaxterSilva2004,senta̜,FernandesBaxter2001,santa,Maurer2011,ʃĩtɐ,Quint1998,sẽnta,Baptista2019,sẽta,Baptista2019,sĩtɐ,Baptista2019,sĩta,Baptista2019,tasɔ̃,Bandeira2017,sẽta,Bandeira2017,tusɐ̃,Araujo2012,taθɔ,Bandeira2017,sintɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,sinta,Biagui2012,sĩta,Quint2000,senta,Perl2002,sinta,Diccionario2008,sinta,Sippola2011,sinta,DeCastro2019,asi,Tobler 1983,asi,Barthèlemi 2007,asit,Valdman et al. 1999,ʃita,Wittmann 1973,size,Barbotin & Tourenux 2000,size,Confiant 2007,asid,Frank 2001,asize,Wittmann 1973,asize,Baker 1982,asize,Baker 1982
skin,animal product,pɛɫɨ,piel,po,pɛl,Clements2011,pel,Clements2011,pɛl,Clements2012,pɛːli,Clements2012,pæli,Clements2012,pɛli,BaxterSilva2004,pele,FernandesBaxter2001,peli,Maurer2011,pɛli,Quint1998,pel,Baptista2019,pɛl,Baptista2019,pɛli,Baptista2019,pɛli,Baptista2019,pɛli,Bandeira2017,pɛli,Bandeira2017,pɛli,Araujo2012,pɛli,Bandeira2017,pɛlɪ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,kweɾu,Quint2000,pejeho,Moñino2002,abilidad,Diccionario2008,piljehu,Sippola2011,piʎehu,DeCastro2019,lapo,Tobler 1983,lapo,Barthèlemi 2007,lapo,Valdman et al. 1999,po,Wittmann 1973,lapo,Barbotin & Tourenux 2000,lapo,Confiant 2007,lapo,Frank 2001,lapo,Wittmann 1973,po,Baker 1982,lapo,Baker 1982
sky,environment,sɛw,cielo,sjɛl,sews,Clements2011,sɛw,Clements2011,sɛw,Clements2012,sɛːʋ,Clements2012,heaven,Clements2012,sew,BaxterSilva2004,kɛu,FernandesBaxter2001,seu,Maurer2011,sɛw,Quint1998,sɛw,Baptista2014,sɛw,Baptista2019,sɛw,Baptista2019,sɛw,Baptista2019,ɔsɛ,Bandeira2017,ɔsɛ,Bandeira2017,ɔsɛ,Araujo2012,ɔθɛ,Bandeira2017,sɛw,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,ʃelu,JacobsHoyer2018,sjelo,Schwegler1996,sjelu,Diccionario2008,sjelu,Sippola2011,sjelu,DeCastro2019,siɛl,Tobler 1983,sjɛl,Barthèlemi 2007,sjɛl,Valdman et al. 1999,lesjɛl,Wittmann 1973,siel,Barbotin & Tourenux 2000,sjɛl,Confiant 2007,sjɛl,Mondesir 1992,lesjel,Wittmann 1973,,,lesjel,"Michaelis, Rosalie & Muhme 2009"
sleep,perception verb,duɾmiɾ,dormir,dɔʁmiʁ,duɾmi,Clements2011,duɾmi,Clements2011,duɾmi,Clements2012,dɾumiː,Clements2012,dɾumi,Clements2012,durmi,BaxterSilva2004,duɾmi,FernandesBaxter2001,dɾumi,Maurer2011,dɾumi,Quint1998,duɾmi,Baptista2014,duɾmi,Swolkien2015,dɾumi,Tavares2020,duɾmi,Baptista2019,dumini,Bandeira2017,dʒjuni,Bandeira2017,dimi,Araujo2012,dumi,Bandeira2017,durmɪ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,durmi,Biagui2012,dɾumi,Quint2000,ndɾumi,Schwegler2000,duɾmi,Diccionario2008,duɾmi,Sippola2011,duɻmi,DeCastro2019,dhɔmi,Tobler 1983,,,dɔɾmi,Valdman et al. 1999,dɔmi,Wittmann 1973,dɔmi,Barbotin & Tourenux 2000,dɔmi,Confiant 2007,dɔmi,Frank 2001,doɣmiɣ,Wittmann 1973,dɔɔmi,Baker 1982,dɔɔmi,Baker 1982
small,adjective,pɨkenu,pequeño,pəti,piken,Clements2011,piken,Clements2011,piken,Clements2012,pikiniːm,Clements2012,piken,Clements2012,keninu,BaxterSilva2004,sajkɔ,FernandesBaxter2001,peklinu,Maurer2011,pikinɔti,Quint1998,peknin,Baptista2019,pikinin,Baptista2019,pikenu,Baptista2019,pikinoti,Baptista2019,tʃɔkɔ,Bandeira2017,kete,HagemeijerMaurer-CecchiniSegorbe2020,tʃɔkɔlɔ,Araujo2012,tʃɔ,Bandeira2017,pikininu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,pikininu,Biagui2012,tʃikitu,Quint2000,ndun,Hancock1975,tʃikito,Diccionario2008,tʃikitiŋ,Sippola2011,dʒutaj,DeCastro2019,pitʃi,Tobler 1983,ti,Barthèlemi 2007,ti,Valdman et al. 1999,piti,Wittmann 1973,ci,Barbotin & Tourenux 2000,ci,Confiant 2007,piti,Frank 2001,ti,Wittmann 1973,ti,Baker 1982,ci,Baker 1982
smell,perception verb,ʃejɾaɾ,oler,sɑ̃tiʁ,tʃeɾʋi,Clements2011,tʃeɾa,Clements2011,tʃeɾa,Clements2012,tʃeɾaː,Clements2012,tʃeɾə,Clements2012,tʃera,BaxterSilva2004,tʃeɾa̹,FernandesBaxter2001,tʃeɾa,Maurer2011,keɾɐ,Quint1998,tʃeɾɛ,Baptista2019,tʃeɾɛ,Baptista2019,tʃeɾɐ,Baptista2019,tʃeɾɐ,Baptista2019,sɛla,Bandeira2017,sɛla,Bandeira2017,sɛra,Araujo2012,θɛla,Bandeira2017,tʃɛɾɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ceɾa,Biagui2012,ole,JacobsHoyer2018,hele,Mercado2026,uli,Escalante2005,ule,Sippola2011,ule,DeCastro2019,sãtʃi,Tobler 1987,sãti,Barthèlemi 2007,sãti,Valdman et al. 1999,sãti,Wittmann 1973,pɣã lodɛ,Barbotin & Tourenux 2000,pɣã lodɛ,Confiant 2007,lɔde,Mondesir 1992,sãti,Wittmann 1973,,,sãci,"Michaelis, Rosalie & Muhme 2009"
smoke,environment,fumu,humo,fyme,fum,Clements2011,fum,Clements2011,fum,Clements2012,fuːmu,Clements2012,fumə,Clements2012,fumu,BaxterSilva2004,fumu,FernandesBaxter2001,fuma,Maurer2011,fumɐ,Quint1998,fum,Baptista2014,fma,Baptista2019,fumu,Tavares2020,fumɐ,Baptista2019,igligu,Bandeira2017,igogo,Cosme2014,igigu,Araujo2012,iligu,Bandeira2017,fumɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,huma,Quint2000,,,puma,Escalante2005,umu,Sippola2011,umu,DeCastro2019,lafimi,Tobler 1983,lafimẽ,Barthèlemi 2007,bukãn,Valdman et al. 1999,lãfimẽ,Wittmann 1973,lafimɛ̃,Barbotin & Tourenux 2000,lafimɛ̃,Confiant 2007,lafime,Frank 2001,lafime,Wittmann 1973,fime,Baker 1982,lafime,Baker 1982
smooth,adjective,lizu,liso,lis,lidz,Clements2011,liz,Clements2011,,,litʃiːn,Clements2012,,,,,litʃiŋ,FernandesBaxter2001,,,lizu,Quint1998,lis,Baptista2019,liz,Baptista2019,lizu,Baptista2019,lizu,Baptista2019,,,pɔtɔpɔtɔ,HagemeijerMaurer-CecchiniSegorbe2020,pɛtɛ,Araujo2012,,,,,lisu,Biagui2012,lizu,JacobsHoyer2018,,,lisu,Diccionario2008,rebalosu,Ocampo1947,lisu,Camins1999,lis,Tobler 1983,lis,Barthèlemi 2007,plõʒ,Valdman et al. 1999,lis,Wittmann 1973,lis,Barbotin & Tourenux 2000,lis,Confiant 2007,lis,Mondesir 1992,lis,Wittmann 1973,,,maabɣe,"Michaelis, Rosalie & Muhme 2009"
snake,animal,kɔbɾɐ,"serpiente, víbora, culebra",sɛʁpɑ̃,kɔb,Clements2011,kɔb,Clements2011,kɔb,Clements2012,koːbeɾ,SilvaTrigo2022,kɔbɾə,Clements2012,kobra,BaxterSilva2004,kobɾa,FernandesBaxter2001,kobɾa,Maurer2011,kɔbɾɐ,Quint1998,kobɾa,Baptista2019,kɔbɾɐ,Baptista2019,kobɾɐ,Baptista2019,kobɾɐ,Baptista2019,kɔblɔ,Bandeira2017,xobolo,Bandeira2017,kɔbɔ,Araujo2012,kiõgo,Bandeira2017,kobra,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,kobɾa,Biagui2012,kolebɾa,JacobsHoyer2018,gwaddakamino,Schwegler2000,kulebɾa,Diccionario2008,kulebɾa,Sippola2011,kulebɾa,DeCastro2019,seapã,Tobler 1983,seʁpã,Barthèlemi 2007,sɛɾpã,Valdman et al. 1999,sɛpã,Wittmann 1973,sɛpã,Barbotin & Tourenux 2000,sɛpã,Confiant 2007,sɛpã,Mondesir 1992,seɣpã,Wittmann 1973,,,sɛɛpã,"Michaelis, Rosalie & Muhme 2009"
snow,environment,nɛvɨ,nieve,nɛʒ,bəɾəf,Clements2011,dʒel,Clements2011,,,,,ajs,Clements2012,,,,,nevi,Maurer2011,nevi,Quint1998,nev,Baptista2019,nɛv,Baptista2019,nevi,Baptista2019,nevi,Baptista2019,,,nɛvi,HagemeijerMaurer-CecchiniSegorbe2020,,,,,,,,,snew,JacobsHoyer2018,,,njebi,Diccionario2008,njebi,Sippola2011,,,,,,,nɛʒ,Valdman et al. 1999,lanɛʒ,Wittmann 1973,laglas,Barbotin & Tourenux 2000,lanɛʒ,Confiant 2007,lãeʒ,Mondesir 1992,lanez,Wittmann 1973,,,lãnez,"Michaelis, Rosalie & Muhme 2009"
some,quant,aɫɡũʃ,alguno,kelk,angu,Clements2012,algũ,Clements2012,ãgu,Clements2012,aluŋ,Clements2012,,,kalteŋ,BaxterSilva2004,kwantu,FernandesBaxter2001,aluŋ,Maurer2011,ɐlgũ,Quint1998,kziɲɐ,Baptista2014,ũʃ,Swolkien2015,ũ poku,Baptista2019,ũ poku,Baptista2019,ũadosu,AraujoHagemeijer2013,almidudʒi,HagemeijerMaurer-CecchiniSegorbe2020,,,,,aɫgũʃ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,algun,JacobsHoyer2018,aggun,Mercado2026,poku,Diccionario2008,pukitiŋ,Sippola2011,algun,DeCastro2019,ũde,Carvalho et al. 2022,kɛk,Barthèlemi 2007,kɛk,Valdman et al. 1999,kɛk,Wittmann 1973,jɔ̃nde,Barbotin & Tourenux 2000,jɔ̃nde,Confiant 2007,tibrɛ̃,Mondesir 1992,detɣwa,Wittmann 1973,,,ɛ̃ pe,"Michaelis, Rosalie & Muhme 2009"
spit,body verb,kuʃpiɾ,escupir,kʁaʃe,kuspi,Clements2011,kuspi,Clements2011,kuspi,Clements2012,kuspiː,Clements2012,kuspi,Clements2012,kuspi,BaxterSilva2004,kuspi,FernandesBaxter2001,pintʃa kuspi,Maurer2011,kuspi,Quint1998,kspi,Baptista2019,kuʃpi,Baptista2019,kuspi,Baptista2019,guspi,Baptista2019,kupi,Bandeira2017,,,kupi,Araujo2012,kupi,Bandeira2017,kuʃpi,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,skupi,JacobsHoyer2018,kupi,Dieck2000,iskupi,Diccionario2008,iskuptja,Sippola2011,iskupi,DeCastro2019,khaʃe,Tobler 1987,kʁaʃe,Barthèlemi 2007,kɾaʃe,Valdman et al. 1999,kɣaʃe,Wittmann 1973,kɣaʃe,Barbotin & Tourenux 2000,kɣaʃe,Confiant 2007,kwaʃa,Mondesir 1992,kɣase,Wittmann 1973,,,kɣase,"Michaelis, Rosalie & Muhme 2009"
split,impact,dividiɾ,partir,fɑ̃dʁ,abɾi,Clements2012,abɾi,Clements2012,,,,,,,fende,BaxterSilva2004,fende,FernandesBaxter2001,fendi,Maurer2011,pɐti,Quint1998,rɐtʃa,Baptista2019,ʀɐtʃa,Baptista2019,ɾɐtʃa,Baptista2019,ɾɐtʃa,Baptista2019,dividi,AraujoHagemeijer2013,lasa,Cosme2014,tɔlɔ,Araujo2012,taja,Cosme2014,dividi,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,sepaɾa,JacobsHoyer2018,ɾibiɾi,Schwegler2000,rumpi,Diccionario2008,paɾti,Sippola2011,dividi,DeCastro2019,sepahe,Tobler 1987,sepaʁe,Barthèlemi 2007,fãn,Valdman et al. 1999,fãn,Wittmann 1973,fãn,Barbotin & Tourenux 2000,fãn,Confiant 2007,fãn,Mondesir 1992,fan,Wittmann 1973,,,fãn,"Michaelis, Rosalie & Muhme 2009"
